Paragraph,TitleChinese,TitleEnglish,ChineseText,EnglishText,URL,Chapter Chinese,Chapter English,link_title,Book Chinese,Book English,Book period,earliest_date,latest_date,original_translation
4,問喪,Wen Sang,或問曰：「死三日而後斂者，何也？」曰：孝子親死，悲哀志懣，故匍匐而哭之，若將復生然，安可得奪而斂之也。故曰三日而後斂者，以俟其生也；三日而不生，亦不生矣。孝子之心亦益衰矣；家室之計，衣服之具，亦可以成矣；親戚之遠者，亦可以至矣。是故聖人為之斷決以三日為之禮制也。,"Some one may ask, 'Why does the dressing not commence till three days after death?' and the answer is - When his parent is dead, the filial son is sad and sorrowful, and his mind is full of trouble. He crawls about and bewails his loss, as if the dead might come back to life; how can he hurriedly take (the corpse) and proceed to dress it? Therefore, when it is said that the dressing does not begin till after three days, the meaning is, that (the son) is waiting that time to see if (his father) will come to life. When after three days there is no such return, the father is not alive, and the heart of the filial son is still more downcast. (During this space, moreover), the means of the family can be calculated, and the clothes that are necessary can be provided and made accordingly; the relations and connexions who live at a distance can also arrive. Therefore the sages decided in the case that three days should be allowed, and the rule was made accordingly.",https://ctext.org/liji/wen-sang,問喪,Wen Sang,liji,禮記,Liji,['Warring States'],-475.0,-221,True
13,第四,,無袂衣謂之䙃。,"Without sleeves, it is called 'quilted'.",https://ctext.org/fang-yan/di-si,第四,,fang-yan,方言,Fang Yan,['Western Han'],-206.0,9,
22,小旻之什,Decade Of Xiao Min,君子屢盟、亂是用長。君子信盜、亂是用暴。盜言孔甘、亂是用餤。匪其止共、維王之邛。,"Our sovereign makes frequent covenants,And the disorders are thereby increased.He believes the scoundrels,And the disorders thereby grow into oppression.Their words are very sweet,And the disorders thereby advance.They do not discharge their duties,But only create distress to the king.",https://ctext.org/book-of-poetry/decade-of-xiao-min,小旻之什,Decade Of Xiao Min,book-of-poetry,詩經,Book of Poetry,['Western Zhou'],-1046.0,-771,True
0,𡕥部,,𡕥：舉目使人也。从攴从目。凡𡕥之屬皆从𡕥。讀若𩖶。,"""𡕥"": to raise one's eyes and make others look. It is composed of the radical for 'hit' (攴) and the radical for 'eye' (目). All characters related to 𡕥 follow its pattern. It is pronounced like '𩖶'.",https://ctext.org/shuo-wen-jie-zi/bu9,𡕥部,,shuo-wen-jie-zi,說文解字,Shuo Wen Jie Zi,['Eastern Han'],100.0,121,
25,攴部,,變：更也。从攴䜌聲。,Change: to make different. From the sound of striking.,https://ctext.org/shuo-wen-jie-zi/pu-bu1,攴部,,shuo-wen-jie-zi,說文解字,Shuo Wen Jie Zi,['Eastern Han'],100.0,121,
2,莊公十五年,,秋，宋人，齊人，邾人，伐郳。,"In autumn, the people of Song, the people of Qi, and the people of Zhu attacked the state of Lin.",https://ctext.org/chun-qiu-zuo-zhuan/zhuang-gong-shi-wu-nian,莊公十五年,,chun-qiu-zuo-zhuan,春秋左傳,Chun Qiu Zuo Zhuan,['Warring States'],-468.0,-300,
7,昭公十七年,,夏，六月，甲戌，朔，日有食之，祝史請所用幣，昭子曰，日有食之，天子不舉，伐鼓於社，諸侯用幣於社，伐鼓於朝，禮也，平子禦之，曰，止也，唯正月朔，慝未作，日有食之，於是乎有伐鼓用幣，禮也，其餘則否，大史曰，在此月也，日過分而未至，三辰有災，於是乎百官降物，君不舉辟，移時樂奏鼓，祝用幣，史用辭，故夏書曰，辰不集于房，瞽奏鼓，嗇夫馳，庶人走，此月朔之謂也，當夏四月，是謂孟夏，平子弗從，昭子退曰，夫子將有異志，不君君矣。,"In summer, in the sixth month, on the day of Jiaxu, at the new moon, there was a solar eclipse. The diviner requested the sacrificial offerings. Zhaozizi said: 'When there is a solar eclipse, the Son of Heaven does not rise to action; the nobles should use offerings for the sacrifice, and beat the drum at the altar. This is the Ceremony.' Pingzi opposed this, saying: 'Stop! Only on the first day of the first month, when there has been no wrongdoing, should a solar eclipse be followed by beating the drum and using offerings. This is the ritual; otherwise it is not allowed.' Therefore, the Grand Historian said: 'In this month, the sun is past the solstice but has not yet reached it, and the three stars have calamities. Thus, all officials lowered their offerings, and the king did not rise; at this time, they played music and beat the drum, and the diviners used offerings, while the historians provided the wording. Hence, the Book of Summer states: 'The stars do not gather in the house, the blind man beats the drum, the master of ceremonies hurries, and the common people run.' This is called the day of the new moon of this month. In the month of summer, it is called the beginning of summer. Pingzi did not follow this, and Zhaozizi retreated, saying: 'The Master will have different intentions; he is not a true king.'",https://ctext.org/chun-qiu-zuo-zhuan/zhao-gong-shi-qi-nian,昭公十七年,,chun-qiu-zuo-zhuan,春秋左傳,Chun Qiu Zuo Zhuan,['Warring States'],-468.0,-300,
20,釋地,,田，一歲曰菑，二歲曰新田，三歲曰畬。,"Field, in the first year it is called 'zai', in the second year it is called 'new field', in the third year it is called 'ye'.",https://ctext.org/er-ya/shi-di,釋地,,er-ya,爾雅,Er Ya,"['Qin', 'Western Han']",-221.0,9,
0,備知,,天高而可知，地大而可宰，萬物安之，人情安取。伯夷叔齊能無盜，而不能使人不意已。申徒狄以為世溷濁不可居，故負石自投於河，不知水中之亂有逾甚者。德之盛，山無徑跡，澤無橋梁，不相往來，舟車不通，何者？其民猶赤子也。有知者不以相欺役也，有力者不以相臣主也，是以鳥鵲之巢可俯而窺也，麋鹿群居可從而係也。至世之衰，父子相圖，兄弟相疑，何者？其化薄而出於相以有為也。故為者敗之，治者亂之，敗則傰，亂則阿，阿則理廢，傰則義不立。堯傳舜以天下，故好義者以為堯智，其好利者以為堯愚。湯武放弒利其子，好義者以為無道，而好利之人以為賢為。彼世不傳賢，故有放君，君好傰阿，故有弒主。夫放弒之所加，亡國之所在，吾未見便樂而安處之者也。夫處危以妄安，循哀以損樂。是故國有無服之喪，無軍之兵，可以先見也。是故箕子逃而搏仇牧，商容拘而蹇叔哭。昔之登高者，下人代之缀，手足為之汗出，而上人乃始搏折枝而趨操木，止之者僇。是故天下寒心而人主孤立。今世之處側者皆亂臣也，其智足以使主不達，其言足以滑政，其朋黨足以相甯於利害。昔湯用伊尹，周用太公，秦用百里，楚用申麃，齊用管子。此數大夫之所以高世者，皆亡國之忠臣所以死也。是觀之非其智能難與也，乃其時命者不可及也。唯無如是，時有所至而求，時有所至而辭，命有所至而闔，命有所至而闢。賢不必得時也，不肖不必失命也，是故賢者守時而不肖者守命。今世非無舜之行也，不知堯之故也，非無湯武之事也，不知伊尹太公之故也。費仲惡來得辛紂之利而不知武王之伐之也，比干子胥好忠諫而不知其主之煞之也。費仲惡來者，可謂知心矣，而不知事。比干子胥者，可謂知事矣，而不知心。聖人者必兩備而後能究一世。,"The heavens are high and can be understood, the earth is vast and can be governed; all things are at peace, and human emotions are easy to manage. Bo Yi and Shu Qi could be without theft, but they could not prevent people from unexpected actions. Shen Tu Di believed that the world was too muddled to dwell in, so he carried a stone and threw himself into the river, not knowing that the chaos in the water was even more severe. The great virtue has no trails on the mountains, no bridges over the marshes, and there is no interaction; boats and vehicles do not travel, why is that? Because the people are still like infants. The knowing do not deceive or exploit one another; the powerful do not make themselves lords over others. Thus, the nests of magpies can be overlooked, and herds of deer can be followed and tethered. When the world declines, fathers and sons scheme against each other, brothers are suspicious of one another, why is that? Because the moral fabric thins and emerges from exchanges of actions. Therefore, those who take action are met with defeat; those who govern are met with disorder; in defeat, one seeks safety, in disorder, one seeks gain; when gain is sought, righteousness is abandoned, and when safety is sought, justice does not stand. Yao passed the world to Shun; thus, those who value righteousness see Yao as wise, while those who value profit see Yao as foolish. Tang and Wu overthrew and slayed for their gain; those who value righteousness see this as lacking in virtue, while those who value profit see it as sagacious. In that world, the virtuous were not transmitted, thus there were cases of deposition; when the rulers valued flatterers, regicide ensued. The places where deposition and murder occur are where nations fall; I have not yet seen anyone who is content and settled in these situations. To dwell in danger with reckless ease, to follow sorrow which diminishes joy—therefore, when a nation faces mourning with none clothed in funeral garments and no troops armed, one can see it in advance. Thus, Ji Zi fled and battled against his enemies, while Shang Rong was apprehended and cried for Jian Shu. Those who once ascended heights had their subordinates stitching their garments; their hands and feet sweat endlessly, while those above begin to break branches and hasten their grip on wood; those who stop them are punished. Therefore, the hearts of the world grow cold, and rulers become isolated. Those who dwell on the fringes in today's world are all seditious ministers; their intelligence sufficient to keep the rulers from understanding, their words sufficient to smooth over politics, their factions capable of maintaining their interests. In the past, Tang used Yi Yin, Zhou used Tai Gong, Qin used Bai Li, Chu used Shen Piao, and Qi used Guan Zi. These accomplished ministers who rose above the world were all loyal ministers who died for their fallen states. From this observation, it is not their intelligence that is difficult to match but the calling of their times that is unattainable. Only if this is not the case, when the time arrives and one seeks, when the time arrives and one declines, when fate arrives and one closes, when fate arrives and one chooses otherwise. The virtuous need not wait for the right time, and the unworthy need not miss their life chances; therefore, the virtuous guard the right timing while the unworthy guard their lives. In today's world, there are certainly those who emulate Shun's actions but do not know the reasons behind Yao, or who emulate Tang and Wu's deeds but do not understand Yi Yin and Tai Gong's rationale. Fei Zhong took pleasure in the gains of the tyrant Xin Zhou yet did not know of the punishment by the King Wu; Bi Gan and Zi Xu valued loyalty and advice yet did not understand the peril brought by their lord. Fei Zhong's unfavorable positions can be said to be knowledgeable in heart, yet ignorant of affairs. Bi Gan and Zi Xu can be said to be knowledgeable in affairs, yet ignorant of heart. A sage must possess both sides before they can thoroughly examine a world.",https://ctext.org/he-guan-zi/bei-zhi,備知,,he-guan-zi,鶡冠子,He Guan Zi,['Warring States'],-475.0,-221,
228,心部,,忡：憂也。从心中聲。《詩》曰：「憂心忡忡。」,Chōng: it means worry. It is derived from the heart and sounds like it. The Book of Songs says: 'The heart is filled with worry.',https://ctext.org/shuo-wen-jie-zi/xin-bu1,心部,,shuo-wen-jie-zi,說文解字,Shuo Wen Jie Zi,['Eastern Han'],100.0,121,
17,張陳王周傳,,五年冬，漢王追楚至陽夏南，戰不利，壁固陵，諸侯期不至。良說漢王，漢王用其計，諸侯皆至。語在高紀。,"In the winter of the fifth year, the Han king pursued Chu to Yangxia South, but the battle did not go well, and the fortifications were strong. The vassal lords did not arrive as scheduled. Liang advised the Han king, who adopted his plan, and all the vassal lords eventually came. This is recorded in Gao Ji.",https://ctext.org/han-shu/zhang-chen-wang-zhou-zhuan,張陳王周傳,,han-shu,漢書,Han Shu,['Eastern Han'],36.0,111,
1,魏曲沃負,,如耳未遇閒，會使於齊，負因款王門而上書曰：「曲沃之老婦也，心有所懷，願以聞於王。」王召入。負曰：「妾聞男女之別，國之大節也。婦人脆於志，窳於心，不可以邪開也。是故必十五而笄，二十而嫁，早成其號諡，所以就之也。聘則為妻，奔則為妾，所以開善遏淫也。節成，然後許嫁，親迎，然後隨從，貞女之義也。今大王為太子求妃，而自納之於後宮，此毀貞女之行而亂男女之別也。自古聖王必正妃匹妃。匹正則興，不正則亂。夏之興也以塗山，亡也以末喜。殷之興也以有榇，亡也以妲己。周之興也以太姒，亡也以褒姒。周之康王夫人，晏出朝關雎預見，思得淑女以配君子。夫雎鳩之鳥，猶未嘗見乘居而匹處也。夫男女之盛，合之以禮，則父子生焉，君臣成焉，故為萬物始。君臣、父子、夫婦三者，天下之大綱紀也。三者治則治，亂則亂。今大王亂人道之始，棄綱紀之務。敵國五六，南有從楚，西有橫秦，而魏國居其間，可謂僅存矣。王不憂此而從亂無別，父子同女妾，恐大王之國政危矣。」王曰：「然，寡人不知也。」遂與太子妃，而賜負粟三十鍾，如耳還而爵之。,"When I, Er, had not yet encountered leisure, I happened to be in Qi. I took the opportunity to approach the king, and at the king's gate, I presented a letter saying: ""I am an old woman from Quwo, with something to express in my heart, which I wish to convey to the king."" The king summoned me in. I said: ""I have heard that the distinction between men and women is a great principle of the state. Women are fragile in ambitions and weak in their hearts, and thus cannot be opened up to evil. Therefore, it is essential that a girl reaches fifteen before she adorns her hair, and twenty before she is married, so as to early establish her reputation and titles; this is the reason for such measures. An engagement makes her a wife, whereas fleeing makes her a concubine, in order to promote virtue and limit debauchery. When these rules are established, then marriage can be permitted, and after being received by the family, she may go along with her husband; this is the duty of a chaste woman. Now, the great king seeks a consort for the Crown Prince, yet has allowed her to enter the rear palace; this destroys the conduct of chaste women and disrupts the distinction between men and women. Since ancient times, sages and kings have made it essential to have rightful and proper consorts. When they are proper, there is prosperity; when improper, there is disorder. The rise of the Xia dynasty was due to Tu Mountain, while its fall was due to Mo Xi. The rise of the Yin dynasty was due to You Cheng, while its fall was due to Da Ji. The rise of the Zhou dynasty was due to Tai Si, while its fall was due to Bao Si. The wife of King Kang of Zhou had her morning outing by the river, hoping to find a virtuous woman to match with a gentleman. The bird of the mandarin duck has never been known to occupy the same nest with its partner. When the relationship between men and women flourishes and is harmonized by propriety, then fathers and sons are born, and rulers and subjects are established; thus it is the beginning of all things. The relationships of ruler and subject, father and son, husband and wife are the great framework of the world. When these three relationships are governed properly, there is order; when in disorder, there is chaos. Now, the great king is disturbing the principles of human relations and abandoning the duties of this framework. There are five or six enemy states; to the south, there are alliances with Chu, and to the west, there is Heng Qin, while the state of Wei remains in between; it can be said that it barely survives. The king does not worry about this, but instead follows disorder without distinction, as father and son share daughters and concubines, which likely jeopardizes the country's governance!"" The king replied: ""Indeed, I was unaware of this."" He then engaged the Crown Prince's consort and granted me thirty sheng of millet, after which I returned and was awarded a noble title.",https://ctext.org/lie-nv-zhuan/wei-qu-wo-fu,魏曲沃負,,lie-nv-zhuan,列女傳,Lie Nü Zhuan,['Western Han'],-206.0,9,
0,廣揚名,"Amplification of ""Making our Name Famous"" in Chapter I",子曰：「君子之事親孝，故忠可移於君。事兄悌，故順可移於長。居家理，故治可移於官。是以行成於內，而名立於後世矣。」,"The Master said, ""The filial piety with which the superior man serves his parents may be transferred as loyalty to the ruler. The fraternal duty with which he serves his elder brother may be transferred as submissive deference to elders. His regulation of his family may be transferred as good government in any official position. Therefore, when his conduct is thus successful in his inner (private) circle, his name will be established (and transmitted) to future generations.""",https://ctext.org/xiao-jing/amplification-of-making-our-name-famous,,"Amplification of ""Making our Name Famous"" in Chapter I",xiao-jing,孝經,Xiao Jing,['Warring States'],-475.0,-221,True
54,恆之,,豐：播輸折輻，馬不得行，豎牛之讒，賊其父兄，布裘不傷，終身無殘。,"Abundance: broadcasting and delivering, the horse cannot proceed, slander of the upright ox, stealing its father and brothers, the fur coat is unharmed, and one lives a life without defect.",https://ctext.org/jiaoshi-yilin/heng-zhi,恆之,,jiaoshi-yilin,焦氏易林,Jiaoshi Yilin,['Han'],-206.0,220,
4,隱王,,五年，洛入成周，山水大出。,"In the fifth year, the Luo River entered Chengzhou, and the mountains and rivers greatly flowed out.",https://ctext.org/zhushu-jinian/yin-wang,隱王,,zhushu-jinian,竹書紀年,Zhushu Jinian,['Warring States'],-475.0,-221,
28,肅宗孝章帝紀,,三月癸巳，立貴人竇氏為皇后。賜爵，人二級，三老、孝悌、力田人三級，民無名數及流民欲占者人一級；鰥、寡、孤、獨、篤缮、貧不能自存者粟，人五斛。,"In the third month of the Guisi year, the nobleperson Dou was established as Empress. Nobility was granted to individuals at two levels; those of the Three Elders, Filial and Respectful, and Laboring Farmers were at three levels; citizens without designation and displaced persons wishing to settle were at one level; the widowed, the orphaned, the lonely, the destitute, the excessively ill, and the impoverished unable to sustain themselves were allotted five shaku of grain.",https://ctext.org/hou-han-shu/su-zong-xiao-zhang-di-ji,肅宗孝章帝紀,,hou-han-shu,後漢書,Hou Han Shu,['Northern and Southern'],420.0,445,
3,釋地,,廣平曰原；原，元也，如元氣廣大也。,Guangping says that 'yuan' means 'original'; 'yuan' is the same as 'yuanqi' which is vast and great.,https://ctext.org/shi-ming/shi-di,釋地,,shi-ming,釋名,Shi Ming,['Eastern Han'],190.0,210,
8,馬部,,駽：青驪馬。从馬肙聲。《詩》曰：「駜彼乘駽。」,Nü: the blue-black horse. From the sound of the horse's neighing. The Book of Songs says: 'The gallant rides the nü horse.',https://ctext.org/shuo-wen-jie-zi/ma-bu1,馬部,,shuo-wen-jie-zi,說文解字,Shuo Wen Jie Zi,['Eastern Han'],100.0,121,
7,文王世子,Wen Wang Shi Zi,凡語於郊者，必取賢斂才焉。或以德進，或以事舉，或以言揚。曲藝皆誓之，以待又語。三而一有焉，乃進其等，以其序，謂之郊人，遠之。於成均以及取爵於上尊也。,"At all examinations in the suburban schools, the rule was to select the best and mark out the most talented. The pupils might be advanced for their virtue, or commended for something they had accomplished, or distinguished for their eloquence. Those who had studied minor arts were encouraged and told to expect a second examination. If they (then) had one of the three things (above mentioned), they were advanced to a higher grade, according to their several orders, and were styled 'Men of the schools.' They were (still, however,) kept out of the royal college, and could not receive the cup from the vase restricted to the superior students.",https://ctext.org/liji/wen-wang-shi-zi,文王世子,Wen Wang Shi Zi,liji,禮記,Liji,['Warring States'],-475.0,-221,True
9,六本,,曾子耘瓜，誤斬其根。曾晢怒，建大杖以擊其背，曾子仆地而不知人久之。有頃乃蘇，欣然而起，進於曾晢曰：「嚮也參得罪於大人，大人用力教參，得無疾乎？」退而就房，援琴而歌，欲令曾晳而聞之，知其體康也。孔子聞之而怒，告門弟子曰：「參來，勿內。」曾參自以為無罪，使人請於孔子。子曰：「汝不聞乎？昔瞽瞍有子曰舜，舜之事瞽瞍，欲使之，未嘗不在於側；索而殺之，未嘗可得。小棰則待過，大杖則逃走，故瞽瞍不犯不父之罪，而舜不失烝烝之孝。今參事父，委身以待暴怒，殪而不避，既身死而陷父於不義，其不孝孰大焉！汝非天子之民也，殺天子之民，其罪奚若？」曾參聞之，曰：「參罪大矣！」遂造孔子而謝過。,"Zengzi was cultivating melons and accidentally cut their roots. Zeng Zhe was angry and struck him on the back with a heavy stick, causing Zengzi to fall to the ground and remain unaware of his surroundings for a long time. After a while, he awakened, stood up happily, and approached Zeng Zhe, saying: ""Earlier, I committed an offense against you, my lord, and you exerted great effort to teach me. Should it not be without illness?"" He then returned to his room, picked up a qin, and sang, intending for Zeng Zhe to hear and know that he was in good health. Confucius heard this and was angry, telling his disciples at the door: ""Zeng, come here, do not enter."" Zeng Can, believing himself innocent, sent someone to ask Confucius for permission to enter. Confucius said: ""Have you not heard? In the past, there was a blind man with a son named Shun. When Shun attended to the blind man, he always did so at his side; he sought to kill him and never succeeded. A small stick would wait for a moment, but a heavy stick would flee, so the blind man did not incur the guilt of his father, and Shun did not lose his sincere filial piety. Now, Zeng, you handle your father, 'committing yourself to waiting for violent anger,' not avoiding danger, and upon dying yourself, you place your father in the unjust position. What greater unfilial act could there be! You are not a subject of the Son of Heaven, and to kill a subject of the Son of Heaven, what is that crime?"" Zeng Can heard this and said, ""I have greatly sinned!"" He then went to Confucius and offered an apology.",https://ctext.org/kongzi-jiayu/liu-ben,六本,,kongzi-jiayu,孔子家語,Kongzi Jiayu,['Han'],-206.0,220,
4,仲夏紀,,是月也，日長至。陰陽爭，死生分。君子齋戒，處必揜，身欲靜無躁，止聲色，無或進，薄滋味，無致和，退嗜慾，定心氣，百官靜，事無刑，以定晏陰之所成。鹿角解。蟬始鳴。半夏生，木堇榮。,"This month, the sun reaches its longest day. Yin and Yang contend, life and death are divided. The gentleman observes fasting and abstinence, dwelling in tranquility, seeking stillness without agitation, restraining sounds and colors, avoiding indulgence, preferring bland flavors without seeking harmony, retreating from desires, calming the mind and energy, while all officials are at peace, with no punishment in affairs, to ascertain the completion of a tranquil abode. The deer sheds its antlers. The cicadas begin to chirp. The half summer plant emerges, and the wood violet flourishes.",https://ctext.org/lv-shi-chun-qiu/zhong-xia-ji,仲夏紀,,lv-shi-chun-qiu,呂氏春秋,Lü Shi Chun Qiu,['Warring States'],-247.0,-239,
12,辨不可發汗病脈證并治,,欬而小便利，若失小便者，不可發汗，汗出則四肢厥逆冷。,"Coughing with slight convenience, if one loses small amounts of urine, one should not induce sweating; if sweat breaks out, the four limbs will become cold and reverse.",https://ctext.org/shang-han-lun/bian-bu-ke-fa-han-bing,辨不可發汗病脈證并治,,shang-han-lun,傷寒論,Shang Han Lun,['Eastern Han'],220.0,220,
0,唫,,𝌽唫。陰不之化，陽不之施，萬物各唫。,"The essence of Yin is not transformed, the essence of Yang is not expressed; all things exist in their own essence.",https://ctext.org/taixuanjing/yin,唫,,taixuanjing,太玄經,Tai Xuan Jing,['Eastern Han'],-33.0,-33,
41,噬嗑之,,益：斧斤所砟，瘡痏不息；鍼石不施，下即空室。,"Profit: Where the axe and axe-heads strike, wounds and injuries do not cease; if needles and stones are not applied, the space below becomes an empty chamber.",https://ctext.org/jiaoshi-yilin/shi-ke-zhi,噬嗑之,,jiaoshi-yilin,焦氏易林,Jiaoshi Yilin,['Han'],-206.0,220,
35,序卦,Xu Gua,夷者，傷也。傷於外者必反於家，故受之以《家人》。,Yi denotes being wounded. He who is wounded abroad will return to his home; and hence Ming Yi is followed by Jia Ren.,https://ctext.org/book-of-changes/xu-gua,,Xu Gua,book-of-changes,周易,Book of Changes,['Western Zhou'],-1046.0,-771,True
15,郭符許列傳,,又識張孝仲芻牧之中，知范特祖郵置之役，召公子、許偉康並出屠酤，司馬子威拔自卒伍，及同郡郭長信、王長文、韓文布、李子政、曹子元、定襄周康子、西河王季然、雲中丘季智、郝禮真等六十人，並以成名。,"Again, knowing Zhang Xiao Chong in the midst of the grazing of sheep, I am aware of the incident where Fan Tezu was appointed for the postal relay. Call on the sons of the duke, Xu Weikang, to come out for slaughtering wine. Sima Ziwei took it upon himself to recruit from the ranks, along with fellow townsmen Guo Changxin, Wang Changwen, Han Wenbu, Li Zizheng, Cao Ziyuan, Dingxiang Zhou Kangzi, Xihe Wang Jiran, Yunchong Qiu Jizhi, and Hao Lizhen, among sixty others, all of whom attained renown.",https://ctext.org/hou-han-shu/guo-fu-xu-lie-zhuan,郭符許列傳,,hou-han-shu,後漢書,Hou Han Shu,['Northern and Southern'],420.0,445,
4,老子乙,Laozi B,上士聞道，勤能行於其中。中士聞道，若存若亡。下士聞道，大笑之。弗大笑，不足以為道矣。是以建言有之：明道如悖，遲夷道□□□道若退。上德如谷，大白如辱，廣德如不足，建德如□□真如渝。遲大方亡隅，大器曼成，大音希聲，天象亡形，道□□□□□,"The superior man hears the Way and diligently practices it within himself. The intermediate man hears the Way and is as if he possesses it, as if he does not. The inferior man hears the Way and laughs loudly at it. If he does not laugh, it is not sufficient to be called the Way. Therefore, there are those who advise: Clarity of the Way is like a deviation, slowness brings along the Way as a retreat. Supreme virtue is like a valley; great purity appears disgraceful; broad virtue appears lacking; cultivated virtue appears genuine like its reversal. The slow and great manner loses its corner, the great vessel takes time to complete, the great sound is seldom heard, the heavenly phenomena lose their form, the Way...",https://ctext.org/guodian/laozi-b,,Laozi B,guodian,郭店,Guodian,,,-300,
24,解之,,復：平正賤使，主服苦事。,"Return: Maintaining equity and humility in service, one must endure hardships.",https://ctext.org/jiaoshi-yilin/jie-zhi,解之,,jiaoshi-yilin,焦氏易林,Jiaoshi Yilin,['Han'],-206.0,220,
189,言部,,謈：大呼自勉也。从言，暴省聲。,"With a loud call, encourage oneself. It derives from speech, revealing the voice in a sudden manner.",https://ctext.org/shuo-wen-jie-zi/yan-bu,言部,,shuo-wen-jie-zi,說文解字,Shuo Wen Jie Zi,['Eastern Han'],100.0,121,
7,官能,,雷公問於黃帝曰：鍼論曰：得其人乃傳，非其人勿言，何以知其可傳？黃帝曰：各得其人，任之其能，故能明其事。雷公曰：願聞官能奈何？黃帝曰：明目者，可使視色；聰耳者，可使聽音；捷疾辭語者，可使傳論；語徐而安靜，手巧而心審諦者，可使行鍼艾，理血氣而調諸逆順，察陰陽而兼諸方。緩節柔筋而心和調者，可使導引行氣；疾毒言語輕人者，可使唾癰呪病；爪苦手毒，為事善傷者，可使按積抑痺。各得其能，方乃可行，其名乃彰。不得其人，其功不成，其師無名。故曰：得其人乃言，非其人勿傳，此之謂也。手毒者，可使試按龜，置龜於器下，而按其上，五十日而死矣，手甘者，復生如故也。,"The Thunder Lord asked the Yellow Emperor, saying: The treatise on acupuncture states: 'One must find the right person before transmitting knowledge; do not speak if it is not the right person. How can one know whom it is appropriate to transmit to?' The Yellow Emperor replied: 'If each person finds their own role and is allowed to utilize their abilities, they can clearly understand the matters at hand.' The Thunder Lord said: 'I wish to hear about the capabilities of officials.' The Yellow Emperor said: 'Those with keen eyesight can be made to see colors; those with sharp hearing can be made to hear sounds; those who are quick with words can be made to convey discussions; those who speak slowly and calmly, and those whose hands are skilled and hearts are careful, can be made to perform acupuncture and moxibustion, manage blood and qi, adjust to various oppositions and harmonies, observe yin and yang while encompassing all methods. Those who can relax the joints and soften the muscles while maintaining a harmonious heart can guide the movement of qi; those who use harsh words and belittle others can cause the expulsion of maladies with spittle; those with sharp claws and poisonous hands, who cause injuries with their actions, can press down on accumulation and suppress obstructions. Each must find their talents; only then can they perform their duties, and their names will be made known. Without the right person, their efforts will not succeed, and their teachers will remain nameless. Therefore, it is said: 'Knowledge should only be passed to the right person; do not transmit if they are not the right person.' This is what it means. Those with poisonous hands can be made to test the tortoise; place the tortoise under a vessel and press down on it; it will die in fifty days; a person with a gentle touch, however, can restore it to life as it was before.",https://ctext.org/huangdi-neijing/guan-neng,官能,,huangdi-neijing,黃帝內經,Huangdi Neijing,"['Warring States', 'Western Han']",-475.0,9,
8,鄭,,《麥秀》：靈公不聽子良之諫，將逐之，故作是詩，以責狂狡，一章興也，二章賦也。,"""The Wheat Sprouts"": Duke Ling did not heed the admonitions of Zi Liang and was about to banish him, hence this poem was composed to criticize the wild and cunning behavior. The first stanza is an invocation, and the second stanza is an elegy.",https://ctext.org/shishuo/zheng,鄭,,shishuo,詩說,Shi Shuo,['Eastern Han'],100.0,121,
428,襄公,,晉人為孫氏故，召諸侯，將以討衛也，夏，中行穆子來聘，召公也。,"The Jin people, due to the Sun clan, summoned the feudal lords to discuss attacking Wei. In summer, Zhao Gong Muzi came to offer his congratulations and summoned the duke.",https://ctext.org/chun-qiu-zuo-zhuan/xiang-gong,襄公,,chun-qiu-zuo-zhuan,春秋左傳,Chun Qiu Zuo Zhuan,['Warring States'],-468.0,-300,
16,貨殖列傳,,洛陽東賈齊、魯，南賈梁、楚。故泰山之陽則魯，其陰則齊。,"To the east of Luoyang are the markets of Qi and Lu, and to the south are the markets of Liang and Chu. Therefore, the sunny side of Mount Tai belongs to Lu, while its shady side belongs to Qi.",https://ctext.org/shiji/huo-zhi-lie-zhuan,貨殖列傳,,shiji,史記,Shiji,['Western Han'],-109.0,-91,
18,百官公卿表,,太子太傅、少傅，古官。屬官有太子門大夫、庶子、先馬、舍人。,"The Grand Tutor of the Crown Prince and the Minor Tutor are ancient official titles. The subordinate officials include the Grand Attendant of the Crown Prince, the Commoners, the First Horse Keeper, and the Attendants.",https://ctext.org/han-shu/bai-guan-gong-qing-biao,百官公卿表,,han-shu,漢書,Han Shu,['Eastern Han'],36.0,111,
45,喪服小記,Sang Fu Xiao Ji,慈母與妾母，不世祭也。,"To a nursing mother, or any concubine who was a mother, sacrifice was not maintained for a second generation.",https://ctext.org/liji/sang-fu-xiao-ji,喪服小記,Sang Fu Xiao Ji,liji,禮記,Liji,['Warring States'],-475.0,-221,True
9,兵教上,,前軍絕行亂陳，破堅如潰者，有以也。此謂之兵教。所以開封疆，守社稷，除患害，成武德也。,"The front army cuts through the chaotic formation, breaking the strongholds as if they were crumbling; this is a method. This is called the art of war. It serves to open borders, protect the nation, eliminate threats, and establish martial virtue.",https://ctext.org/wei-liao-zi/bing-jiao-shang,兵教上,,wei-liao-zi,尉繚子,Wei Liao Zi,['Warring States'],-475.0,-221,
