Paragraph,TitleChinese,ChineseText,Chapter Chinese,Book Chinese,Book period,earliest_date,latest_date,name,identity,ChapterYear
4,昭公二十八年,秋，七月，癸巳，滕子寧卒，冬，葬滕悼公。,昭公二十八年,春秋左傳,['Warring States'],-468.0,-300,"['滕子宁', '滕悼公']","['滕子宁是去世的人', '滕悼公是被葬的人']",-514.0
10,定公七年,秋，齊侯，鄭伯，盟于鹹，徵會于衛，衛侯欲叛晉，諸大夫不可，使北宮結如齊，而私於齊侯，曰，執結以侵我，齊侯從之，乃盟于瑣，齊國夏伐我，陽虎御季桓子，公斂處父御孟懿子，將宵軍齊師，齊師聞之，墮伏而待之，處父曰，虎不圖禍，而必死，苫夷曰，虎陷二子於難，不待有司，余必殺女，虎懼，乃還，不敗。,定公七年,春秋左傳,['Warring States'],-468.0,-300,"['齐国国君', '郑国国君', '卫国国君', '北宫结', '阳虎', '季桓子', '公斂处父', '孟懿子', '苫夷']","['齐国国君是齐国的统治者', '郑国国君是郑国的统治者', '卫国国君是卫国的统治者', '北宫结是卫国派往齐国的使者', '阳虎是鲁国的军事指挥者', '季桓子是鲁国的贵族', '公斂处父是鲁国的军事指挥者', '孟懿子是鲁国的贵族', '苫夷是鲁国的官员']",-503.0
8,哀公四年,冬，十有二月，葬蔡昭公。,哀公四年,春秋左傳,['Warring States'],-468.0,-300,['蔡昭公'],['蔡昭公是被葬礼纪念的人'],-491.0
7,文公七年,秋，八月，公會諸侯，晉大夫，盟于扈。,文公七年,春秋左傳,['Warring States'],-468.0,-300,"['诸侯国的国君', '晋国的大夫']","['诸侯国的国君是参与结盟的统治者', '晋国的大夫是参与结盟的官员']",-620.0
15,僖公元年,夫人氏之喪至自齊，君子以齊人殺哀姜也，為已甚矣，女子從人者也。,僖公元年,春秋左傳,['Warring States'],-468.0,-300,['哀姜'],['哀姜是齐国人杀死的女子'],-659.0
2,莊公八年,夏，師及齊師圍郕，郕降于齊師。,莊公八年,春秋左傳,['Warring States'],-468.0,-300,[],[],-686.0
3,桓公十年,冬，十有二月，丙午，齊侯，衛侯，鄭伯，來戰于郎。,桓公十年,春秋左傳,['Warring States'],-468.0,-300,"['齐侯', '卫侯', '郑伯']","['齐侯是齐国的君主', '卫侯是卫国的君主', '郑伯是郑国的君主']",-702.0
7,僖公三十三年,晉人敗狄于箕。,僖公三十三年,春秋左傳,['Warring States'],-468.0,-300,[],[],-627.0
14,襄公二十三年,陳侯如楚，公子黃愬二慶於楚，楚人召之，使慶樂往殺之，慶氏以陳叛，夏，屈建從陳侯圍陳，陳人城板隊而殺人，役人相命，各殺其長，遂殺慶虎，慶寅，楚人納公子黃，君子謂慶氏不義，不可肆也，故書曰，惟命不于常。,襄公二十三年,春秋左傳,['Warring States'],-468.0,-300,"['陈侯', '公子黄', '庆氏', '庆乐', '屈建', '庆虎', '庆寅']","['陈侯是陈国的君主', '公子黄是楚国的诉讼者，后被楚国人迎立为君主', '庆氏是陈国的家族，背叛了陈国', '庆乐是楚国派去杀庆氏二人的人', '屈建是跟随陈侯围攻陈国的人', '庆虎是庆氏家族成员，被杀', '庆寅是庆氏家族成员，被杀']",-550.0
12,僖公九年,冬，十月，里克殺奚齊于次，書曰，殺其君之子，未葬也，荀息將死之，人曰，不如立卓子而輔之，荀息立公子卓以葬，十一月，里克殺公子卓于朝，荀息死之，君子曰，詩所謂白圭之玷，尚可磨也，斯言之玷，不可為也，荀息有焉。,僖公九年,春秋左傳,['Warring States'],-468.0,-300,"['里克', '奚齐', '荀息', '卓子', '公子卓']","['里克是杀死奚齐的人', '奚齐是国君的儿子', '荀息是打算为奚齐之死而殉的人', '卓子是被荀息拥立为君的人', '公子卓是被里克杀死的人']",-651.0
18,宣公十二年,冬，楚子伐蕭，宋華椒以蔡人救蕭，蕭人囚熊相宜僚，及公子丙，王曰，勿殺，吾退，蕭人殺之，王怒，遂圍蕭，蕭潰，申公巫臣曰，師人多寒，王巡三軍，拊而勉之，三軍之士，皆如挾纊，遂傅於蕭，還無社與司馬卯言，號申叔展，叔展曰，有麥麴乎，曰，無，有山鞠窮乎，曰，無，河魚腹疾奈何，曰，目於眢井而拯之，若為茅絰，哭井則已，明日，蕭潰，申叔視其井，則茅絰存焉，號而出之。,宣公十二年,春秋左傳,['Warring States'],-468.0,-300,"['楚国的国君', '华椒', '熊相宜僚', '公子丙', '楚王', '申公巫臣', '没有社', '司马卯', '申叔展']","['楚国的国君是楚国的统治者', '华椒是宋国的人', '熊相宜僚是楚国的人，被萧国囚禁', '公子丙是楚国的人，被萧国囚禁', '楚王是楚国的国君', '申公巫臣是楚国的官员', '没有社是与司马卯商量的人', '司马卯是与没有社商量的人', '申叔展是被称呼的人']",-597.0
1,僖公元年,齊師，宋師，曹伯，次于聶北，救邢。,僖公元年,春秋左傳,['Warring States'],-468.0,-300,['曹国国君'],['曹国的统治者'],-659.0
5,僖公十三年,十三年，春，齊侯使仲孫湫聘于周，且言王子帶，事畢，不與王言，歸復命曰，未可，王怒未怠，其十年乎，不十年，王弗召也。,僖公十三年,春秋左傳,['Warring States'],-468.0,-300,"['齐侯', '仲孙湫', '周王', '王子带']","['齐侯是齐国的君主', '仲孙湫是齐侯派去周朝访问的人', '周王是周朝的君主', '王子带是周朝的王子']",-647.0
3,定公元年,秋，七月，癸巳，葬我君昭公。,定公元年,春秋左傳,['Warring States'],-468.0,-300,['昭公'],['君主'],-509.0
15,昭公元年,鄭徐吾犯之妹美，公孫楚聘之矣，公孫黑又使強委禽焉，犯懼，告子產，子產曰，是國無政，非子之患也，唯所欲與，犯請於二子，請使女擇焉，皆許之，子皙盛飾入，布幣而出，子南戎服入，左右射，超乘而出，女自房觀之，曰，子皙信美矣，抑子南夫也，夫夫婦婦，所謂順也，適子南氏，子皙怒，既而櫜甲以見子南，欲殺之，而取其妻，子南知之，執戈逐之，及衝，擊之以戈，子皙傷而歸，告大夫曰，我好見之，不知其有異志也，故傷，大夫皆謀之，子產曰，直鈞幼賤，有罪，罪在楚也，乃執子南而數之曰，國之大節有五，女皆奸之，畏君之威，聽其政，尊其貴，事其長，養其親，五者所以為國也，今君在國，女用兵焉，不畏威也，奸國之紀，不聽政也，子皙上大夫，女嬖大夫，而弗下之，不尊貴也，幼而不忌，不事長也，兵其從兄，不養親也，君曰，余不女忍殺，宥女以遠。勉速行乎！無重而罪！五月，庚辰，鄭放游楚於吳，將行子南，子產咨於大叔，大叔曰，吉不能亢身，焉能亢宗，彼國政也，非私難也，子圖鄭國，利則行之，又何疑焉，周公殺管叔而蔡蔡叔，夫豈不愛，王室故也，吉若獲戾，子將行之，何有於諸游。,昭公元年,春秋左傳,['Warring States'],-468.0,-300,"['郑徐吾', '公孙楚', '公孙黑', '子产', '子皙', '子南', '大叔']","['郑徐吾是郑国的士大夫', '公孙楚是向郑徐吾的妹妹求婚者之一', '公孙黑是向郑徐吾的妹妹求婚者之一', '子产是郑国的官员，郑徐吾向他请教', '子皙是向郑徐吾的妹妹求婚者之一，后被子南击伤', '子南是向郑徐吾的妹妹求婚者之一，最终被选择为丈夫', '大叔是子产在处理公孙黑流放事件时咨询的人']",-541.0
9,襄公十三年,冬，城防，書事時也，於是將早城，臧武仲請俟畢農事，禮也。,襄公十三年,春秋左傳,['Warring States'],-468.0,-300,['臧武仲'],['臧武仲是提出建议的人'],-560.0
9,哀公八年,齊悼公之來也，季康子以其妹妻之，即位而逆之，季魴侯通焉，女言其情，弗敢與也，齊侯怒，夏，五月，齊鮑牧帥師伐我，取讙及闡，或譖胡姬於齊侯，曰，安孺子之黨也，六月，齊侯殺胡姬，齊侯使如吳請師，將以伐我，乃歸邾子，邾子又無道，吳子使大宰子餘討之，囚諸樓臺栫之以棘，使諸大夫奉大子革以為政。,哀公八年,春秋左傳,['Warring States'],-468.0,-300,"['齐悼公', '季康子', '季魴', '胡姬', '安孺子', '邾子', '太宰子余', '太子革']","['齐悼公是季康子的妹夫', '季康子是齐悼公的妻子的兄长', '季魴是季氏家族成员，与齐悼公有来往', '胡姬被齐侯杀害，被诬陷为安孺子的同党', '安孺子被认为与胡姬有联系', '邾子被吴国君主囚禁', '太宰子余是吴国的官员，奉命讨伐邾子', '太子革被拥立管理国家政务']",-487.0
1,莊公元年,三月，夫人孫于齊,莊公元年,春秋左傳,['Warring States'],-468.0,-300,['夫人孙氏'],['夫人孙氏是去世于齐国的女性'],-693.0
13,閔公二年,鄭人惡高克，使帥師次于河上，久而弗召，師潰而歸，高克奔陳，鄭人為之賦清人。,閔公二年,春秋左傳,['Warring States'],-468.0,-300,['高克'],['郑国人讨厌的人，被派去带领军队驻扎在黄河边，后逃亡到陈国'],-660.0
6,定公九年,冬，葬秦哀公。,定公九年,春秋左傳,['Warring States'],-468.0,-300,['秦哀公'],['秦哀公是被安葬的人'],-501.0
9,文公八年,夏，秦人伐晉，取武城，以報令狐之役。,文公八年,春秋左傳,['Warring States'],-468.0,-300,['秦国人'],['秦国人是攻打晋国并占领武城的军事行动的发起者'],-619.0
0,莊公二十一年,二十有一年，春，王正月。,莊公二十一年,春秋左傳,['Warring States'],-468.0,-300,[],[],-673.0
17,文公十一年,冬，十月，甲午，敗狄于鹹，獲長狄僑如，富父終甥樁其喉，以戈殺之，埋其首於子駒之門，以命宣伯，初，宋武公之世，鄋瞞伐宋，司徒皇父帥師禦之，耏班御皇父充石，公子穀甥為右，司寇牛父駟乘，以敗狄于長丘，獲長狄緣斯，皇父之二子死焉，宋公於是以門賞耏班，使食其征謂之耏門，晉之滅潞也，獲僑如之弟焚如，齊襄公之二年，鄋瞞伐齊，齊王子成父獲其弟榮如，埋其首於周首之北門，衛人獲其季弟簡如，鄋瞞由是遂亡。,文公十一年,春秋左傳,['Warring States'],-468.0,-300,"['僑如', '富父', '宣伯', '宋武公', '鄋瞒', '司徒皇父', '耏班', '公子谷甥', '司寇牛父', '緣斯', '皇父的两个儿子', '宋公', '焚如', '齐襄公', '王子成父', '榮如', '簡如']","['僑如是长狄的领袖', '富父是杀死僑如的人', '宣伯是被替代的人', '宋武公是宋国的君主', '鄋瞒是攻击宋国和齐国的人', '司徒皇父是率领军队抵抗鄋瞒的人', '耏班是护卫皇父充石的人', '公子谷甥是负责右侧的人', '司寇牛父是负责驾车的人', '緣斯是长狄的领袖', '皇父的两个儿子是在战斗中阵亡的人', '宋公是赐给耏班城门的人', '焚如是僑如的弟弟', '齐襄公是齐国的君主', '王子成父是抓住榮如的人', '榮如是鄋瞒的弟弟', '簡如是鄋瞒的最小的弟弟']",-616.0
9,僖公三十一年,冬，狄圍衛，衛遷于帝丘，卜曰，三百年，衛成公夢康叔曰，相奪予享，公命祀相，甯武子不可，曰，鬼神非其族類，不歆其祀，杞鄫何事，相之不享，於此久矣，非衛之罪也，不可以間成王周公之命祀，請改祀命。,僖公三十一年,春秋左傳,['Warring States'],-468.0,-300,"['狄人', '卫成公', '康叔', '甯武子', '成公']","['狄人是包围卫国的人', '卫成公是卫国的国君', '康叔是卫成公梦中出现的人', '甯武子是反对成公命令祭祀相的人', '成公是卫成公的别称']",-629.0
8,宣公十一年,令尹蒍艾獵城沂，使封人慮事，以授司徒，量功命日，分財用，平板榦，稱畚築，程土物，議遠邇，略基趾，具餱糧，度有司，事三旬而成，不愆于素。,宣公十一年,春秋左傳,['Warring States'],-468.0,-300,"['令尹蒍艾', '司徒']","['令尹蒍艾是负责在猎城和沂地执行任务的官员', '司徒是接收令尹蒍艾报告的官员']",-598.0
0,莊公九年,九年，春，齊人殺無知。,莊公九年,春秋左傳,['Warring States'],-468.0,-300,['无知'],['被齐国的人杀害'],-685.0
14,昭公三年,小邾穆公來朝，季武子欲卑之，穆叔曰，不可，曹滕二邾，實不忘我，好敬以逆之，猶懼其貳，又卑一睦焉，逆群好也，其如舊而加敬焉志曰，能敬無災，又曰，敬逆來者，天所福也，季孫從之。,昭公三年,春秋左傳,['Warring States'],-468.0,-300,"['穆公', '季武子', '穆叔']","['穆公是小邾国的国君', '季武子是鲁国的官员', '穆叔是鲁国的官员']",-539.0
10,桓公三年,公會杞侯于郕，杞求成也。,桓公三年,春秋左傳,['Warring States'],-468.0,-300,"['杞国国君', '齐国国君']","['杞国国君是杞国的统治者', '齐国国君是齐国的统治者']",-709.0
6,僖公二十一年,十有二月，癸丑，公會諸侯盟于薄，釋宋公。,僖公二十一年,春秋左傳,['Warring States'],-468.0,-300,"['鲁国的国君', '宋国国君']","['鲁国的国君是与各诸侯国的君主结盟的人', '宋国国君是被释放的人']",-639.0
11,襄公十年,晉荀偃，士丐，請伐偪陽而封宋向戌焉，荀罃曰，城小而固，勝之不武，弗勝為笑，固請，丙寅，圍之，弗克，孟氏之臣秦堇父，輦重如役，偪陽人啟門，諸侯之士門焉，縣門發，郰人紇抉之，以出門者，狄虒彌建大車之輪，而蒙之以甲，以為櫓，左執之，右拔戟，以成一隊，孟獻子曰，詩所謂有力如虎者也，主人縣布，堇父登之，及堞而絕之，隊則又縣之，蘇而復上者三，主人辭焉，乃退，帶其斷以徇於軍三日，諸侯之師，久於偪陽，荀偃，士丐，請於荀罃曰，水潦將降，懼不能歸，請班師，知伯怒，投之以机，出於其間曰，女成二事而後告余，余恐亂命，以不女違，女既勤君而興諸侯，牽帥老夫，以至于此，既無武守，而又欲易余罪，曰是實班師，不然克矣，余羸老也，可重任乎，七日不克，必爾乎取之，五月，庚寅，荀偃，士丐，帥卒攻偪陽，親受矢石，甲午，滅之，書曰，遂滅偪陽，言自會也，以與向戌，向戌辭曰，君若猶辱鎮撫宋國，而以偪陽光啟寡君，群臣安矣，其何貺如之，若專賜臣，是臣興諸侯以自封也，其何罪大焉，敢以死請，乃予宋公。,襄公十年,春秋左傳,['Warring States'],-468.0,-300,"['荀偃', '士丐', '荀罃', '孟氏', '秦堇父', '郰人紇', '狄虒弥', '孟献子', '知伯', '向戌', '宋公']","['荀偃是晋国的官员', '士丐是晋国的官员', '荀罃是晋国的官员', '孟氏是一个家族或氏族', '秦堇父是孟氏的臣子', '郰人紇是郰地的人', '狄虒弥是参与攻城的士兵', '孟献子是评论者或观察者', '知伯是晋国的官员', '向戌是宋国的官员', '宋公是宋国的君主']",-563.0
13,哀公十三年,夏，公會單平公，晉定公，吳夫差于黃池。,哀公十三年,春秋左傳,['Warring States'],-468.0,-300,"['单平公', '定公', '夫差']","['齐国的君主', '晋国的君主', '吴国的君主']",-482.0
4,襄公二十七年,秋，七月，辛巳，豹及諸侯之大夫盟于宋。,襄公二十七年,春秋左傳,['Warring States'],-468.0,-300,['豹'],['豹是参与宋国结盟的诸侯国大夫之一'],-546.0
7,成公六年,秋，仲孫蔑，叔孫僑如，帥師侵宋。,成公六年,春秋左傳,['Warring States'],-468.0,-300,"['仲孙蔑', '叔孙侨如']","['仲孙蔑是进攻宋国的军队的领导者之一', '叔孙侨如是进攻宋国的军队的领导者之一']",-585.0
5,莊公三年,三年，春，溺會齊師伐衛，疾之也。,莊公三年,春秋左傳,['Warring States'],-468.0,-300,[],[],-691.0
10,桓公十四年,冬，宋人以諸侯伐鄭，報宋之戰也，焚渠門，入及大逵，伐東郊，取牛首，以大宮之椽，歸為盧門之椽。,桓公十四年,春秋左傳,['Warring States'],-468.0,-300,[],[],-698.0
7,襄公十四年,十四年，春，吳告敗于晉，會于向，為吳謀楚故也，范宣子數吳之不德也，以退吳人，執莒公子務婁，以其通楚使也，將執戎子駒支，范宣子親數諸朝，曰，來，姜戎氏，昔秦人迫逐乃祖吾離于瓜州，乃祖吾離被苫蓋，蒙荊棘，以來歸我先君，我先君惠公有不腆之田，與女剖分而食之，今諸侯之事我寡君，不如昔者，蓋言語漏洩，則職女之由，詰朝之事，爾無與焉，與將執女，對曰，昔秦人負恃其眾，貪于土地，逐我諸戎，惠公蠲其大德，謂我諸戎，是四獄之裔冑也，毋是翦棄，賜我南鄙之田，狐狸所居，豺狼所嗥，我諸戎除翦其荊棘，驅其狐狸豺狼，以為先君不侵不叛之臣，至于今不貳，昔文公與秦伐鄭，秦人竊與鄭盟，而舍戍焉，於是乎有殽之師，晉禦其上，戎亢其下，秦師不復，我諸戎實然，譬如捕鹿，晉人角之，諸戎掎之，與晉踣之，戎何以不免，自是以來，晉之百役，與我諸戎，相繼于時，以從執政，猶殽志也，豈敢離逷，今官之師旅，無乃實有所闕，以攜諸侯，而罪我諸戎，我諸戎飲食衣服，不與華同，贄幣不通，言語不達，何惡之能為，不與於會，亦無瞢焉，賦青蠅而退，宣子辭焉，使即事於會，成愷悌也，於是子叔齊子為季武子介以會，自是晉人輕魯幣，而益敬其使。,襄公十四年,春秋左傳,['Warring States'],-468.0,-300,"['范宣子', '莒国的公子务婁', '戎子驹支', '吾离', '惠公', '文公', '子叔齐子', '季武子']","['范宣子是晋国的官员，指责吴国和莒国的公子务婁', '莒国的公子务婁与楚国秘密来往，被范宣子抓住', '戎子驹支是姜戎氏的代表，被范宣子指责', '吾离是戎子驹支的先祖，被秦国驱逐', '惠公是晋国的先君，曾给予戎人土地', '文公是晋国的君主，与秦国攻打郑国', '子叔齐子是季武子的陪臣，参与会议', '季武子是鲁国的官员，子叔齐子是他的陪臣']",-559.0
5,昭公十九年,十九年，春，楚工尹赤遷陰于下陰，令尹子瑕城郟，叔孫昭子曰，楚不在諸侯矣，其僅自完也，以持其世而已。,昭公十九年,春秋左傳,['Warring States'],-468.0,-300,"['尹赤', '子瑕', '叔孙昭子']","['楚国的大夫', '令尹', '齐国的政治人物']",-523.0
2,昭公二年,秋，鄭殺其大夫公孫黑。,昭公二年,春秋左傳,['Warring States'],-468.0,-300,['公孙黑'],['郑国的大夫'],-540.0
4,桓公二年,秋，七月，杞侯來朝。,桓公二年,春秋左傳,['Warring States'],-468.0,-300,['杞国国君'],['杞国国君是来朝见的君主'],-710.0
7,定公十三年,十三年，春，齊侯，衛侯，次于垂葭，實郥氏，使師伐晉，將濟河，諸大夫皆曰不可，邴意茲曰可，銳師伐河內，傳必數日而後及絳，絳不三月，不能出河，則我既濟水矣，乃伐河內，齊侯皆斂諸大夫之軒，唯邴意茲乘軒，齊侯欲與衛侯乘，與之宴，而駕乘廣，載甲焉，使告曰，晉師至矣。齊侯曰，比君之駕也。寡人請攝，乃介而與之乘，驅之。或告曰，無晉師，乃止。,定公十三年,春秋左傳,['Warring States'],-468.0,-300,"['齐国国君', '卫国国君', '沈氏', '邴意茲']","['齐国国君是齐国的统治者', '卫国国君是卫国的统治者', '沈氏是一个地方的名字', '邴意茲是支持攻打晋国的齐国大夫']",-497.0
11,隱公十一年,羽父請殺桓公，將以求大宰，公曰，為其少故也，吾將授之矣，使營菟裘，吾將老焉，羽父懼，反譖公于桓公，而請弒之，公之為公子也，與鄭人戰于狐壤，止焉，鄭人囚諸尹氏，賂尹氏，而禱於其主鍾巫，遂與尹氏歸，而立其主，十一月，公祭鍾巫，齊于社圃，館于寪氏，壬辰，羽父使賊弒公于寪氏，立桓公，而討寪氏，有死者，不書葬，不成喪也。,隱公十一年,春秋左傳,['Warring States'],-468.0,-300,"['羽父', '公子光', '桓公', '郑国人', '尹氏', '钟巫', '寪氏']","['羽父是想谋求大宰职位的人', '公子光是被羽父请求杀掉的人', '桓公是被扶立起的人', '郑国人是曾俘虏公子光的人', '尹氏是曾囚禁公子光的人', '钟巫是公子光祈祷的对象', '寪氏是公子光被刺杀的地方的主人']",-712.0
16,襄公五年,楚人討陳叛故，曰，由令尹子辛，實侵欲焉，乃殺之，書曰，楚殺其大夫公子壬夫，貪也，君子謂楚共王於是不刑，詩曰，周道挺挺，我心扃扃，講事不令，集人來定，已則無信，而殺人以逞，不亦難乎，夏書曰，成允成功。,襄公五年,春秋左傳,['Warring States'],-468.0,-300,"['子辛', '公子壬夫', '楚共王']","['子辛是楚国的令尹', '公子壬夫是楚国的大夫', '楚共王是楚国的君主']",-568.0
0,僖公三十二年,三十有二年，春，王正月。,僖公三十二年,春秋左傳,['Warring States'],-468.0,-300,['国王'],['国王是统治者'],-628.0
0,隱公五年,五年，春，公矢魚于棠。,隱公五年,春秋左傳,['Warring States'],-468.0,-300,['鲁宣公'],['鲁国的国君'],-718.0
6,僖公十二年,王以戎難故，討王子帶，秋，王子帶奔齊。,僖公十二年,春秋左傳,['Warring States'],-468.0,-300,"['王', '王子带']","['王是因戎人的事务去世的', '王子带是被讨伐的对象，后逃到了齐国']",-648.0
13,文公九年,九年，春，王正月，己酉，使賊殺先克，乙丑，晉人殺先都，梁益耳。,文公九年,春秋左傳,['Warring States'],-468.0,-300,"['周王朝', '先克', '晋国人', '先都', '梁益耳']","['周王朝是一个国家政权', '先克是被周王朝派遣刺客杀死的人', '晋国人是杀死先都和梁益耳的人', '先都是被晋国人杀死的人', '梁益耳是被晋国人杀死的人']",-618.0
17,昭公十二年,晉荀吳偽會齊師者，假道於鮮虞，遂入昔陽，秋，八月，壬午，滅肥，以肥子綿皋歸。,昭公十二年,春秋左傳,['Warring States'],-468.0,-300,"['荀吴', '纶皋']","['荀吴是晋国的将领', '纶皋是肥国的君主']",-530.0
4,襄公二年,晉師，宋師，衛甯殖，侵鄭。,襄公二年,春秋左傳,['Warring States'],-468.0,-300,['宁殖'],['宁殖是卫国的将领'],-571.0
0,哀公十五年,十有五年，春，王正月，成叛。,哀公十五年,春秋左傳,['Warring States'],-468.0,-300,[],[],-480.0
1,昭公三十二年,夏，吳伐越。,昭公三十二年,春秋左傳,['Warring States'],-468.0,-300,"['吴国', '越国']","['吴国是进攻者', '越国是被进攻者']",-510.0
8,襄公十年,楚公子貞帥師救鄭。,襄公十年,春秋左傳,['Warring States'],-468.0,-300,['公子貞'],"['楚国的公子', '军队的领导者']",-563.0
1,隱公七年,滕侯卒。,隱公七年,春秋左傳,['Warring States'],-468.0,-300,['滕侯'],['滕侯是滕国的君主'],-716.0
12,襄公二十六年,晉人為孫氏故，召諸侯，將以討衛也，夏，中行穆子來聘，召公也。,襄公二十六年,春秋左傳,['Warring States'],-468.0,-300,"['孙氏', '中行穆子']","['孙氏是晋国人召集诸侯进攻卫国的原因', '中行穆子是晋国的使者，负责召集诸侯']",-547.0
10,昭公二十二年,王子朝，賓起，有寵於景王，王與賓孟說之，欲立之，劉獻公之庶子伯蚡事單穆公，惡賓孟之為人也，願殺之，又惡王子朝之言，以為亂，願去之，賓孟適郊，見雄雞自斷其尾，問之侍者曰，自憚其犧也，遽歸告王，且曰，雞其憚為人用乎，人異於是，犧者實用人，人犧實難，己犧何害，王弗應，夏，四月，王田北山，使公卿皆從，將殺單子，劉子，王有心疾，乙丑，崩于榮錡氏，戊辰，劉子摯卒，無子，單子立劉蚡，五月，庚辰，見王，遂攻賓起，殺之，盟群王子于單氏。,昭公二十二年,春秋左傳,['Warring States'],-468.0,-300,"['王子朝', '宾孟', '景王', '刘献公', '伯蚡', '单穆公', '单子', '刘子', '刘蚡']","['王子朝是景王宠爱的人之一', '宾孟是景王宠爱的人之一', '景王是统治者，宠爱王子朝和宾孟', '刘献公是伯蚡的父亲', '伯蚡是刘献公的庶子，侍奉单穆公', '单穆公是伯蚡侍奉的对象', '单子是刘蚡的立嗣者', '刘子是去世的大臣，没有子嗣', '刘蚡是被单子立为嗣的人']",-520.0
18,襄公二十四年,冬，楚子伐鄭以救齊，門于東門，次于棘澤，諸侯還救鄭，晉侯使張骼，輔躒，致楚師，求御于鄭，鄭人卜宛射犬吉，子大叔戒之曰，大國之人，不可與也，對曰無有眾寡，其上一也，大叔曰，不然，部婁無松柏，二子在幄，坐射犬于外，既食而後食之，使御廣車而行，已皆乘乘車，將及楚師，而後從之乘，皆踞轉而鼓琴，近不告而馳之，皆取冑於櫜而冑，入壘皆下，搏人以投，收禽挾囚，弗待而出，皆超乘，抽弓而射，既免，復踞轉而鼓琴，曰，公孫同乘，兄弟也，故再不謀，對曰，曩者志入而已，今則怯也，皆笑曰，公孫之亟也。,襄公二十四年,春秋左傳,['Warring States'],-468.0,-300,"['楚国国君', '张骼', '辅躒', '宛射', '子大叔', '公孙']","['楚国国君是楚国的统治者', '张骼是晋国国君派遣去楚军的使者之一', '辅躒是晋国国君派遣去楚军的使者之一', '宛射是郑国人，负责射箭的角色', '子大叔是郑国人，警告宛射的人', '公孙是与其他人同乘的人']",-549.0
13,僖公九年,齊侯以諸侯之師伐晉，及高梁而還，討晉亂也，令不及魯，故不書。,僖公九年,春秋左傳,['Warring States'],-468.0,-300,['齐侯'],['齐侯是带领诸侯军队讨伐晋国的领导者'],-651.0
3,襄公十年,晉師伐秦。,襄公十年,春秋左傳,['Warring States'],-468.0,-300,[],[],-563.0
14,成公十六年,夏，四月，滕文公卒。,成公十六年,春秋左傳,['Warring States'],-468.0,-300,['滕文公'],['滕文公是去世的人'],-575.0
6,莊公八年,齊侯使連稱，管至父，戍葵丘，瓜時而往。曰，及瓜而代，期戍，公問不至。請代，弗許，故謀作亂，僖公之母弟曰，夷仲年，生公孫無知，有寵於僖公衣服禮秩如適，襄公絀之，二人因之以作亂，連稱有從妹在公宮，無寵，使間公，曰，捷，吾以女為夫人。,莊公八年,春秋左傳,['Warring States'],-468.0,-300,"['齐国国君', '连称', '管至父', '齐僖公', '夷仲年', '公孙无知', '襄公']","['齐国国君是齐国的统治者', '连称是被派遣到葵丘驻守的官员', '管至父是被派遣到葵丘驻守的官员', '齐僖公是齐国的前任国君', '夷仲年是齐僖公的弟弟', '公孙无知是夷仲年的儿子，受到齐僖公的宠爱', '襄公是齐国的国君，对公孙无知有所排斥']",-686.0
6,文公八年,螽。,文公八年,春秋左傳,['Warring States'],-468.0,-300,[],[],-619.0
12,哀公元年,冬，十一月，晉趙鞅伐朝歌。,哀公元年,春秋左傳,['Warring States'],-468.0,-300,['赵鞅'],['晋国的将领'],-494.0
15,哀公十年,秋，吳子使來復儆師。,哀公十年,春秋左傳,['Warring States'],-468.0,-300,"['吴王', '来复']","['吴王是派遣者', '来复是吴王派遣的人']",-485.0
3,襄公七年,城費。,襄公七年,春秋左傳,['Warring States'],-468.0,-300,[],[],-566.0
10,成公十七年,邾子貜且卒。,成公十七年,春秋左傳,['Warring States'],-468.0,-300,['邾子貜且'],['邾子貜且是邾国的国君'],-574.0
11,昭公三十一年,冬，邾黑肱以濫來奔，賤而書名，重地故也，君子曰，名之不可不慎也如是夫，有所有名，而不如其已，以地叛，雖賤必書，地以名其人，終為不義，弗可滅已，是故君子動則思禮，行則思義，不為利回，不為義疚，或求名而不得，或欲蓋而名章，懲不義也，齊豹為衛司寇，守嗣大夫，作而不義，其書為盜，邾庶其，莒牟夷，邾黑肱，以土地出，求食而已，不求其名，賤而必書，此二物者，所以懲肆而去貪也，若艱難其身，以險危大人，而有名章徹，攻難之士，將奔走之，若竊邑叛君，以徼大利，而無名，貪冒之民，將寘力焉，是以春秋書齊豹曰，盜，三叛人名，以懲不義，數惡無禮，其善志也，故曰，春秋之稱，微而顯，婉而辨，上之人能使昭明，善人勸焉，淫人懼焉，是以君子貴之。,昭公三十一年,春秋左傳,['Warring States'],-468.0,-300,"['黑肱', '齐豹', '庶其', '牟夷']","['邾国的黑肱因不满国内局势逃亡，带走了国土', '齐豹原为卫国的司寇及储君，因不义之事被记为盗贼', '邾国的庶其因丢失国土被记载', '莒国的牟夷因丢失国土被记载']",-511.0
8,桓公十年,初，虞叔有玉，虞公求旃，弗獻，既而悔之曰，周諺有之，匹夫無罪，懷璧其罪，吾焉用此，其以賈害也，乃獻，又求其寶劍，叔曰，是無厭也，無厭將及我，遂伐虞公，故虞公出奔共池。,桓公十年,春秋左傳,['Warring States'],-468.0,-300,"['虞叔', '虞国国君']","['虞叔是美玉的拥有者，后将美玉献给虞国国君，并对其发动攻击', '虞国国君是虞国的统治者，想要虞叔的美玉和宝剑，后被虞叔攻击而逃走']",-702.0
